UnitID	datasetName	KindOfUnit	TypeStatus	FullScientificName	storage:Institution	storage:Building	storage:ContainerStorage	storage:Column	storage:ContainerName	storage:ContainerType	storage:SubContainerStorage	Property1	PropertyValue1	Property2	PropertyValue2	Property3	PropertyValue3	Property4	PropertyValue4	Property5	PropertyValue5	Property6	PropertyValue6	Property7	PropertyValue7	Property8	PropertyValue8	Notes
RMCA ENT 000012176	DIPTERAE	specimen	Holotype	Pseudophysocephala basilewskyi	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"Camras, 1962"	name_in_source	Pseudophysocephala basilewskyi 	author_in_source_species	Camras	ht_dorsal_view	RMCA ENT 000012176 DV	ht_head_front_view	RMCA ENT 000012176 HV	ht_lateral_view	RMCA ENT 000012176 LV	ht_labels	RMCA ENT 000012176 LB	
RMCA ENT 000012177	DIPTERAE	specimen	Holotype	Pseudophysocephala brevipetiolata	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"Camras, 1962"	name_in_source	Pseudophysocephala brevipetiolata 	author_in_source_species	Camras	ht_dorsal_view	RMCA ENT 000012177 DV	ht_head_front_view	RMCA ENT 000012177 HV	ht_lateral_view	RMCA ENT 000012177 LV	ht_labels	RMCA ENT 000012177 LB	
RMCA ENT 000012178	DIPTERAE	specimen	Holotype	Pseudophysocephala caenostylata	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1936)"	name_in_source	Pseudophysocephala caenostylata 	author_in_source_species	Kroeber	ht_dorsal_view	RMCA ENT 000012178 DV	ht_head_front_view	RMCA ENT 000012178 HV	ht_lateral_view	RMCA ENT 000012178 LV	ht_labels	RMCA ENT 000012178 LB	
RMCA ENT 000012179	DIPTERAE	specimen	Holotype	Pseudophysocephala intermedia	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1936)"	name_in_source	Pseudophysocephala intermedia 	author_in_source_species	Kroeber	ht_dorsal_view	RMCA ENT 000012179 DV	ht_head_front_view	RMCA ENT 000012179 HV	ht_lateral_view	RMCA ENT 000012179 LV	ht_labels	RMCA ENT 000012179 LB	
RMCA_ENT_144_BOX_4	DIPTERAE	specimen		Pseudophysocephala intermedia	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1936)"	name_in_source	Pseudophysocephala intermedia 	author_in_source_species	Kroeber									
RMCA_ENT_144_BOX_4	DIPTERAE	specimen		Pseudophysocephala nigritarsis	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"Krober, 1939"	name_in_source	Pseudophysocephala nigritarsis 	author_in_source_species	Kroeber									
RMCA ENT 000012180	DIPTERAE	specimen	Holotype	Pseudophysocephala pilitarsis	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1936)"	name_in_source	Pseudophysocephala pilitarsis 	author_in_source_species	Kroeber	ht_dorsal_view	RMCA ENT 000012180 DV	ht_head_front_view	RMCA ENT 000012180 HV	ht_lateral_view	RMCA ENT 000012180 LV	ht_labels	RMCA ENT 000012180 LB	
RMCA_ENT_144_BOX_4	DIPTERAE	specimen		Pseudophysocephala pilitarsis	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1936)"	name_in_source	Pseudophysocephala pilitarsis 	author_in_source_species	Kroeber									
RMCA ENT 000012181	DIPTERAE	specimen	Holotype	Pseudophysocephala pseudomicrovena	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Krober, 1939)"	name_in_source	Pseudophysocephala pseudomicrovena 	author_in_source_species	Kroeber	ht_dorsal_view	RMCA ENT 000012181 DV	ht_head_front_view	RMCA ENT 000012181 HV	ht_lateral_view	RMCA ENT 000012181 LV	ht_labels	RMCA ENT 000012181 LB	
RMCA ENT 000012182	DIPTERAE	specimen	Holotype	Pseudophysocephala pubescens	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Brunetti, 1925)"	name_in_source	Pseudophysocephala pubescens (=curta) 	author_in_source_species	Brunetti (Kroeber)	ht_dorsal_view	RMCA ENT 000012182 DV	ht_head_front_view	RMCA ENT 000012182 HV	ht_lateral_view	RMCA ENT 000012182 LV	ht_labels	RMCA ENT 000012182 LB	
RMCA_ENT_144_BOX_4	DIPTERAE	specimen	Paratype	Pseudophysocephala pubescens	Royal Museum for Central Africa	Colonial Palace	box	144	4	dry		taxonomy_source	gbif	author_gbif	"(Brunetti, 1925)"	name_in_source	Pseudophysocephala pubescens (=curta) 	author_in_source_species	Brunetti (Kroeber)									
RMCA ENT 000011989	DIPTERAE	specimen	Holotype	Pygommatius bingeri	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1968)"	name_in_source	Pygommatius bingeri 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011989 DV	ht_head_front_view	RMCA ENT 000011989 HV	ht_lateral_view	RMCA ENT 000011989 LV	ht_labels	RMCA ENT 000011989 LB	
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius bingeri	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1968)"	name_in_source	Pygommatius bingeri 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_40	DIPTERAE	specimen		Pygommatius brevicornis	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Curran, 1927)"	name_in_source	Pygommatius brevicornis 	author_in_source_species	Curran									
RMCA ENT 000011988	DIPTERAE	specimen	Holotype	Pygommatius caligula	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1970)"	name_in_source	Pygommatius caligula 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011988 DV	ht_head_front_view	RMCA ENT 000011988 HV	ht_lateral_view	RMCA ENT 000011988 LV	ht_labels	RMCA ENT 000011988 LB	
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius caligula	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1970)"	name_in_source	Pygommatius caligula 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_40	DIPTERAE	specimen		Pygommatius comosus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius comosus 	author_in_source_species	 Scarbrough & Marascia									
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius comosus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius comosus 	author_in_source_species	 Scarbrough & Marascia									
RMCA ENT 000011992	DIPTERAE	specimen	Holotype	Pygommatius digittatus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1970)"	name_in_source	Pygommatius digittatus 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011992 DV	ht_head_front_view	RMCA ENT 000011992 HV	ht_lateral_view	RMCA ENT 000011992 LV	ht_labels	RMCA ENT 000011992 LB	
RMCA_ENT_139_BOX_40	DIPTERAE	specimen		Pygommatius digittatus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1970)"	name_in_source	Pygommatius digittatus 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius digittatus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Oldroyd, 1970)"	name_in_source	Pygommatius digittatus 	author_in_source_species	Oldroyd									
RMCA ENT 000011984	DIPTERAE	specimen	Holotype	Pygommatius grossus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius grossus 	author_in_source_species	Scarbrough & Marascia	ht_dorsal_view	RMCA ENT 000011984 DV	ht_head_front_view	RMCA ENT 000011984 HV	ht_lateral_view	RMCA ENT 000011984 LV	ht_labels	RMCA ENT 000011984 LB	
RMCA ENT 000011998	DIPTERAE	specimen	Holotype	Pygommatius lulua	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius lulua 	author_in_source_species	Scarbrough & Marascia	ht_dorsal_view	RMCA ENT 000011998 DV	ht_head_front_view	RMCA ENT 000011998 HV	ht_lateral_view	RMCA ENT 000011998 LV	ht_labels	RMCA ENT 000011998 LB	
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius lulua	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius lulua 	author_in_source_species	Scarbrough & Marascia									
RMCA_ENT_139_BOX_40	DIPTERAE	specimen	Paratype	Pygommatius pectinus	Royal Museum for Central Africa	Colonial Palace	box	139	40	dry		taxonomy_source	gbif	author_gbif	"(Scarbrough & Marascia, 2003)"	name_in_source	Pygommatius pectinus 	author_in_source_species	Scarbrough & Marascia									
RMCA_ENT_139_BOX_45	DIPTERAE	specimen	Paratype	Rhabdogaster major	Royal Museum for Central Africa	Colonial Palace	box	139	45	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Rhabdogaster major 	author_in_source_species	Oldroyd									
RMCA ENT 000011993	DIPTERAE	specimen	Holotype	Rhabdogaster major	Royal Museum for Central Africa	Colonial Palace	box	139	45	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Rhabdogaster major 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011993 DV	ht_head_front_view	RMCA ENT 000011993 HV	ht_lateral_view	RMCA ENT 000011993 LV	ht_labels	RMCA ENT 000011993 LB	
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia caerulescens	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Loew, 1858"	name_in_source	Rhingia caerulescens 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia congensis	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Curran, 1939"	name_in_source	Rhingia congensis 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia cuthbertsoni	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Curran, 1939"	name_in_source	Rhingia cuthbertsoni 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia cyanoprora	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1910"	name_in_source	Rhingia cyanoprora 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia fuscipes	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia fuscipes 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia lutea	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia lutea 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen	Paratype	Rhingia lutea	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia lutea 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia mecyana	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1910"	name_in_source	Rhingia mecyana 	author_in_source_species	Speiser									
RMCA ENT 000016790	DIPTERAE	specimen	Holotype	Rhingia pellucens	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia pellucens 	author_in_source_species	Bezzi	ht_dorsal_view	RMCA ENT 000016790 DV	ht_head_front_view	RMCA ENT 000016790 HV	ht_lateral_view	RMCA ENT 000016790 LV	ht_labels	RMCA ENT 000016790 LB	
RMCA_ENT_143_BOX_28	DIPTERAE	specimen		Rhingia pellucens	Royal Museum for Central Africa	Colonial Palace	box	143	28	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia pellucens 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_29	DIPTERAE	specimen		Rhingia pulcherrima	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Rhingia pulcherrima 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_29	DIPTERAE	specimen		Rhingia pycnosoma	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia pycnosoma 	author_in_source_species	Bezzi									
RMCA ENT 000016791	DIPTERAE	specimen	Holotype	Rhingia pycnosoma	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Rhingia pycnosoma 	author_in_source_species	Bezzi	ht_dorsal_view	RMCA ENT 000016791 DV	ht_head_front_view	RMCA ENT 000016791 HV	ht_lateral_view	RMCA ENT 000016791 LV	ht_labels	RMCA ENT 000016791 LB	
RMCA_ENT_143_BOX_29	DIPTERAE	specimen		Rhingia semicaerulea	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Austen, 1893"	name_in_source	Rhingia semicaerulea 	author_in_source_species	Austen									
RMCA_ENT_143_BOX_29	DIPTERAE	specimen		Rhingia trivittata	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Rhingia trivittata 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_29	DIPTERAE	specimen	Paratype	Rhingia trivittata	Royal Museum for Central Africa	Colonial Palace	box	143	29	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Rhingia trivittata 	author_in_source_species	Curran									
RMCA ENT 000012004	DIPTERAE	specimen	Holotype	Rhipidocephala congoiensis	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1966"	name_in_source	Rhipidocephala congoiensis 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000012004 DV	ht_head_front_view	RMCA ENT 000012004 HV	ht_lateral_view	RMCA ENT 000012004 LV	ht_labels	RMCA ENT 000012004 LB	
RMCA_ENT_139_BOX_48	DIPTERAE	specimen	Paratype	Rhipidocephala congoiensis	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1966"	name_in_source	Rhipidocephala congoiensis 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_48	DIPTERAE	specimen		Rhipidocephala morio	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry		taxonomy_source	gbif	author_gbif	"Hermann, 1926"	name_in_source	Rhipidocephala morio 	author_in_source_species	Hermann									
RMCA_ENT_139_BOX_48	DIPTERAE	specimen	Paratype	Rhipidocephala scuata	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry	slide	taxonomy_source	gbif	author_gbif	"Oldroyd, 1966"	name_in_source	Rhipidocephala scutata 	author_in_source_species	Oldroyd									
RMCA ENT 000012003	DIPTERAE	specimen	Holotype	Rhipidocephala scuata	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry	slide	taxonomy_source	gbif	author_gbif	"Oldroyd, 1966"	name_in_source	Rhipidocephala scutata 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000012003 DV	ht_head_front_view	RMCA ENT 000012003 HV	ht_lateral_view	RMCA ENT 000012003 LV	ht_labels	RMCA ENT 000012003 LB	
RMCA_ENT_139_BOX_48	DIPTERAE	specimen	Paratype	Rhipidocephala tigrina	Royal Museum for Central Africa	Colonial Palace	box	139	48	dry		taxonomy_source	gbif	author_gbif	"(Janssens, 1953)"	name_in_source	Rhipidocephala tigrina 	author_in_source_species	Janssens									
RMCA_ENT_161_BOX_18	DIPTERAE	specimen		Schizolinnaea mirabilis	Royal Museum for Central Africa	Colonial Palace	box	161	18	dry		taxonomy_source	gbif	author_gbif	"Emden, 1960"	name_in_source	Schizolinnaea mirabilis 	author_in_source_species	Emden									
RMCA_ENT_139_BOX_45	DIPTERAE	specimen		Scylaticus albofasciatus	Royal Museum for Central Africa	Colonial Palace	box	139	45	dry		taxonomy_source	gbif	author_gbif	"Engel, 1932"	name_in_source	Scylaticus albofasciatus 	author_in_source_species	Engel									
RMCA_ENT_139_BOX_45	DIPTERAE	specimen		Scylaticus quadrifasciatus	Royal Museum for Central Africa	Colonial Palace	box	139	45	dry		taxonomy_source	gbif	author_gbif	"Engel & Cuthbertson, 1934"	name_in_source	Scylaticus quadrifasciatus 	author_in_source_species	Engel & Cuthbertson									
RMCA_ENT_143_BOX_30	DIPTERAE	specimen		Senaspis apophysata	Royal Museum for Central Africa	Colonial Palace	box	143	30	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1915)"	name_in_source	Senaspis apophysata 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_31	DIPTERAE	specimen		Senaspis dentipes	Royal Museum for Central Africa	Colonial Palace	box	143	31	dry		taxonomy_source	gbif	author_gbif	"(Macquart, 1842)"	name_in_source	Senaspis dentipes 	author_in_source_species	Macquart									prêt
RMCA_ENT_143_BOX_30	DIPTERAE	specimen		Senaspis dibapha	Royal Museum for Central Africa	Colonial Palace	box	143	30	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1849)"	name_in_source	Senaspis dibapha 	author_in_source_species	Walker									
RMCA_ENT_143_BOX_30	DIPTERAE	specimen		Senaspis elliottii	Royal Museum for Central Africa	Colonial Palace	box	143	30	dry		taxonomy_source	gbif	author_gbif	"Austen, 1909"	name_in_source	Senaspis elliotti 	author_in_source_species	Austen									
RMCA_ENT_143_BOX_31	DIPTERAE	specimen		Senaspis haemorrhoa	Royal Museum for Central Africa	Colonial Palace	box	143	31	dry		taxonomy_source	gbif	author_gbif	"(Gerstaecker, 1871)"	name_in_source	Senaspis haemorrhoa 	author_in_source_species	Gerstaecker									
RMCA_ENT_143_BOX_31	DIPTERAE	specimen		Senaspis melanthysana	Royal Museum for Central Africa	Colonial Palace	box	143	31	dry		taxonomy_source	gbif	author_gbif	"(Speiser, 1913)"	name_in_source	Senaspis melanthysana 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_32	DIPTERAE	specimen		Senaspis nigrita	Royal Museum for Central Africa	Colonial Palace	box	143	32	dry		taxonomy_source	gbif	author_gbif	"(Bigot, 1859)"	name_in_source	Senaspis nigrita 	author_in_source_species	Bigot									
RMCA ENT 000016792	DIPTERAE	specimen	Holotype	Senaspis pennata	Royal Museum for Central Africa	Colonial Palace	box	143	32	dry		taxonomy_source	gbif	author_gbif	"(Herve-Bazin, 1914)"	name_in_source	Senaspis pennata 	author_in_source_species	Hervé-Bazin	ht_dorsal_view	RMCA ENT 000016792 DV	ht_head_front_view	RMCA ENT 000016792 HV	ht_lateral_view	RMCA ENT 000016792 LV	ht_labels	RMCA ENT 000016792 LB	
RMCA_ENT_143_BOX_32	DIPTERAE	specimen		Senaspis umbrifera	Royal Museum for Central Africa	Colonial Palace	box	143	32	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1849)"	name_in_source	Senaspis umbrifera 	author_in_source_species	Walker									prêt
RMCA_ENT_143_BOX_32	DIPTERAE	specimen		Simoides crassipes	Royal Museum for Central Africa	Colonial Palace	box	143	32	dry		taxonomy_source	gbif	author_gbif	"(Fabricius, 1805)"	name_in_source	Simoides crassipes 	author_in_source_species	Fabricius									prêt
RMCA_ENT_143_BOX_32	DIPTERAE	specimen		Simoides villipes	Royal Museum for Central Africa	Colonial Palace	box	143	32	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1858)"	name_in_source	Simoides villipes 	author_in_source_species	Loew									prêt
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona amoena	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) amoena 	author_in_source_species	Mesnil									
RMCA ENT 000012068	DIPTERAE	specimen	Holotype	Siphona amoena	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) amoena 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012068 DV	ht_head_front_view	RMCA ENT 000012068 HV	ht_lateral_view	RMCA ENT 000012068 LV	ht_labels	RMCA ENT 000012068 LB	
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona bilineata	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) bilineata 	author_in_source_species	Mesnil									
RMCA ENT 000012070	DIPTERAE	specimen	Holotype	Siphona bilineata	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) bilineata 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012070 DV	ht_head_front_view	RMCA ENT 000012070 HV	ht_lateral_view	RMCA ENT 000012070 LV	ht_labels	RMCA ENT 000012070 LB	
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona cothurnata	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) cothurnata 	author_in_source_species	Mesnil									
RMCA ENT 000012071	DIPTERAE	specimen	Holotype	Siphona cothurnata	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) cothurnata 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012071 DV	ht_head_front_view	RMCA ENT 000012071 HV	ht_lateral_view	RMCA ENT 000012071 LV	ht_labels	RMCA ENT 000012071 LB	
RMCA_ENT_161_BOX_28	DIPTERAE	specimen		Siphona cothurnata	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) cothurnata 	author_in_source_species	Mesnil									
RMCA_ENT_161_BOX_28	DIPTERAE	specimen		Siphona gracilis	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) gracilis 	author_in_source_species	Mesnil									Holotype without head
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona gracilis	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) gracilis 	author_in_source_species	Mesnil									Holotype without head
RMCA ENT 000012069	DIPTERAE	specimen	Holotype	Siphona gracilis	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) gracilis 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012069 DV	ht_head_front_view	Holotype without head	ht_lateral_view	RMCA ENT 000012069 LV	ht_labels	RMCA ENT 000012069 LB	Holotype without head
RMCA ENT 000012072	DIPTERAE	specimen	Holotype	Siphona janssensi	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) janssensi 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012072 DV	ht_head_front_view	RMCA ENT 000012072 HV	ht_lateral_view	RMCA ENT 000012072 LV	ht_labels	RMCA ENT 000012072 LB	
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona janssensi	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) janssensi 	author_in_source_species	Mesnil									
RMCA ENT 000012073	DIPTERAE	specimen	Holotype	Siphona murina	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) murina 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012073 DV	ht_head_front_view	RMCA ENT 000012073 HV	ht_lateral_view	RMCA ENT 000012073 LV	ht_labels	RMCA ENT 000012073 LB	
RMCA_ENT_161_BOX_28	DIPTERAE	specimen		Siphona murina	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) murina 	author_in_source_species	Mesnil									
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona murina	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) murina 	author_in_source_species	Mesnil									
RMCA_ENT_161_BOX_28	DIPTERAE	specimen	Paratype	Siphona obesa	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) obesa 	author_in_source_species	Mesnil									
RMCA ENT 000012074	DIPTERAE	specimen	Holotype	Siphona obesa	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) obesa 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012074 DV	ht_head_front_view	RMCA ENT 000012074 HV	ht_lateral_view	RMCA ENT 000012074 LV	ht_labels	RMCA ENT 000012074 LB	
RMCA ENT 000012075	DIPTERAE	specimen	Holotype	Siphona patellaipalpis	Royal Museum for Central Africa	Colonial Palace	box	161	28	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Siphona (=Crocuta=Bucentes) patellipalpis 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012075 DV	ht_head_front_view	RMCA ENT 000012075 HV	ht_lateral_view	RMCA ENT 000012075 LV	ht_labels	RMCA ENT 000012075 LB	
