Taxon_Notes	IdentifiedBy	IdentificationDay	IdentificationMonth	IdentificationYear	TypeStatus	Identification_Notes	ParasiteSpecies	ParasiteIdentifier	HostSpecies	HostIdentifier	UnitID	additionalID	collection_imported	accessionNumber	label_created_by	media_files	Notes	acquisitionType 	acquiredFrom	acquisitionDay	acquisitionMonth	acquisitionYear	Acquisition_Notes	sex	lifeStage	maleCount	femaleCount	juvenileCount	totalNumber	notes_Counts	sampling_code	building	floor	room	row	column	shelf	specimen_status	KindOfUnit 	ContainerName	ContainerType	ContainerStorage	SubcontainerName	SubcontainerType	SubcontainerStorage	StorageNotes	DNA_Tag	DNA_box	DNA_tube	DNA_HPos	DNA_VPos	DNA_Notes	FullScientificName	secondary	collectedBy	samplingMethod	expedition_project	collectionStartDay	collectionStartMonth	collectionStartYear	collectionStartTimeH	collectionStartTimeM	collectionEndDay	collectionEndMonth	collectionEndYear	collectionEndTimeH	collectionEndTimeM
					Cotype						IRSNB M 0003			8793																	IRSNB M 0003								R m/4														Peratherium constans	part-A													
					Cotype						IRSNB M 0004			8685																	IRSNB M 0003								left maxillary fragment (P3/)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0005			8664																	IRSNB M 0003								molar or P4/														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0006			8664																	IRSNB M 0003								molar or P4/														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0007			8664																	IRSNB M 0003								molar or P4/														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0008			8664																	IRSNB M 0003								molar or P4/														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0009			8664																	IRSNB M 0003								"fragment of left tooth with P/1, P/2, P/3 and root of P/4 but on 03/08/2010 P/3 is missing."														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0010			8664																	IRSNB M 0003								fragmentary dental (M/3)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0011			8818																	IRSNB M 0003								fragment de dentaire														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0012			8818																	IRSNB M 0003								upper right molar														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0013			8818																	IRSNB M 0003								upper right molar														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0014			8818																	IRSNB M 0003								upper molar (M1/)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0015			8818																	IRSNB M 0003								upper right double metaconcule molar (R M1/)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0016			8818																	IRSNB M 0003								molaire supérieure droite à métaconule double														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0017			8818																	IRSNB M 0003								right upper double metaconcule molar														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0018			8685																	IRSNB M 0003								molaire supérieure (M2/)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0019			8818																	IRSNB M 0003								"left dental, missing 2 teeth"														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0020			8818																	IRSNB M 0003								fragment of straight tooth with M3 and M2 (R M/2-3)														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0021			8818																	IRSNB M 0003								fragmentary right dental white Pm2 et Pm3														Paschaterium dolloi	part-A													
					Lectotype						IRSNB M 0022			8818																	IRSNB M 0003								"right dental with P3/, P4/ and M2/"														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0023			8818																	IRSNB M 0003								prémolaire inférieure														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0024			8818																	IRSNB M 0003								prémolaire inférieure														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0025			8818																	IRSNB M 0003								prémolaire inférieure														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0026			8818																	IRSNB M 0003								lower premolar (P/2)														Paschaterium dolloi	part-A													
					Cotype						IRSNB M 0027			8818																	IRSNB M 0003								lower premolar														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0028			8818																	IRSNB M 0003								Lower incisor														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0029			8818																	IRSNB M 0003								Canine ?														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0030			8818																	IRSNB M 0003								Canine ?														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0031			8818																	IRSNB M 0003								Canine ?														Adapisorex dolloi	part-A													
					Cotype						IRSNB M 0032			8793																	IRSNB M 0003								R dentary with P/3 and alveoli of other teeth														Wyonycteris richardi	part-A													
					Figured specimen						IRSNB M 0033			8793																	IRSNB M 0003								L dentary fragment with M/1														Wyonycteris richardi	part-A													
					Figured specimen						IRSNB M 0034			8793																	IRSNB M 0003								Molaire inférieure gauche														Adapisoriculus minimus	part-A													
					Figured specimen						IRSNB M 0035			8664																	IRSNB M 0003								L M/2														Adapisoriculus minimus	part-A													
					Figured specimen						IRSNB M 0036			8737																	IRSNB M 0003								Upper left molar or DP4/														"Insectivora Cuvier, 1817"	part-A													
					Figured specimen						IRSNB M 0037			8737																	IRSNB M 0003								Right upper molar or DP4/														"Insectivora Cuvier, 1817"	part-A													
					Figured specimen						IRSNB M 0038			8737																	IRSNB M 0003								Lower right molar or DP4/														"Insectivora Cuvier, 1817"	part-A													
					Figured specimen						IRSNB M 0039			8737																	IRSNB M 0003								Lower left molar or DP4/														"Insectivora Cuvier, 1817"	part-A													
					Figured specimen						IRSNB M 0040			8737																	IRSNB M 0003								Upper right molar														Chriacus	part-A													
					Cotype						IRSNB M 0056			8737																	IRSNB M 0003								L P/3														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0057			8737																	IRSNB M 0003								L upper Molar														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0058			8737																	IRSNB M 0003								R upper molar														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0059			5764																	IRSNB M 0003								L M3/														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0060			8737																	IRSNB M 0003								R P4/														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0062			8818																	IRSNB M 0003								astragale														Teilhardina belgica	part-A													
					Cotype						IRSNB M 0063			8818																	IRSNB M 0003								metacarpian bone														Teilhardina belgica	part-A													
					Holotype						IRSNB M 0066			8737																	IRSNB M 0003								L dentary with P/4														Macrocranion vandebroeki	part-A													
					Syntype						IRSNB M 0067			8737																	IRSNB M 0003								R upper molar														Landenodon woutersi	part-A													
					Figured specimen						IRSNB M 0068			8737																	IRSNB M 0003								L upper molar														Oxyclenidae	part-A													
					Syntype						IRSNB M 0069			8737																	IRSNB M 0003								L lower molar (L M/1)														Landenodon woutersi	part-A													
					Syntype						IRSNB M 0070			8793																	IRSNB M 0003								L lower molar (L M/2)														Landenodon woutersi	part-A													
					Figured specimen						IRSNB M 0071			8818																	IRSNB M 0003								Lower molar														Oxyclenidae	part-A													
					Figured specimen						IRSNB M 0072			8737																	IRSNB M 0003								R M1/														Prototomus minimus	part-A													
					Figured specimen						IRSNB M 0073			8737																	IRSNB M 0003								"Upper molar,  DP4/"														Diacodexis gigasei	part-A													
					Figured specimen						IRSNB M 0074			8737																	IRSNB M 0003								M1/														Miacis latouri	part-A													
					Referred Specimen						IRSNB M 0075			8737																	IRSNB M 0003								R M2/														Dormaalocyon latouri	part-A													
					Figured specimen						IRSNB M 0076			8737																	IRSNB M 0003								M1/														Miacidae	part-A													
					Figured specimen						IRSNB M 0077			8737																	IRSNB M 0003								R M3/														Dormaalocyon latouri	part-A													
					Figured specimen						IRSNB M 0078			8737																	IRSNB M 0003								R M3/														Dormaalocyon latouri	part-A													
					Figured specimen						IRSNB M 0079			8818																	IRSNB M 0003								L lower molar														Oxyclenidae	part-A													
					Figured specimen						IRSNB M 0080			8977																	IRSNB M 0003								L M1/														Prototomus minimus	part-A													
					Figured specimen						IRSNB M 0081			8737																	IRSNB M 0003								molar														Creodonta	part-A													
					Figured specimen						IRSNB M 0082			8737																	IRSNB M 0003								R M/1 ou P/4														Miacidae	part-A													
					Figured specimen						IRSNB M 0083			8737																	IRSNB M 0003								L M/x														Creodonta	part-A													
					Figured specimen						IRSNB M 0084			8737																	IRSNB M 0003								R M/3														Oxyclenidae	part-A													
					Figured specimen						IRSNB M 0085			8818																	IRSNB M 0003								RP4/														Dormaalocyon latouri	part-A													
					Figured specimen						IRSNB M 0086			8818																	IRSNB M 0003								R M/3														Dormaalocyon latouri	part-A													
					Figured specimen						IRSNB M 0087			8818																	IRSNB M 0003								L M/3														Dormaalocyon latouri	part-A													
					Holotype?						IRSNB M 0088			8737																	IRSNB M 0003								R M/x														Phenacodus europeus	part-A													
					Cotype						IRSNB M 0089			8793																	IRSNB M 0003								L Mx/														Phenacodus europeus	part-A													
					Cotype						IRSNB M 0090			8664																	IRSNB M 0003								R M/x														Phenacodus europeus	part-A													
					Cotype						IRSNB M 0091			8818																	IRSNB M 0003								3th metatarsian														Phenacodus europeus	part-A													
					Figured specimen						IRSNB M 0092			8664																	IRSNB M 0003								R max fragment with M1/														Reithroparamys metacingularis	part-A													
					Figured specimen						IRSNB M 0093			8737																	IRSNB M 0003								R M3/														Paramys	part-A													
					Figured specimen						IRSNB M 0094			8737																	IRSNB M 0003								L M3/														Reithroparamys metacingularis	part-A													
					Figured specimen						IRSNB M 0095			8737																	IRSNB M 0003								P4/														Paramys lemoinei	part-A													
					Figured specimen						IRSNB M 0096			8737																	IRSNB M 0003								P4/														Reithroparamys metacingularis	part-A													
					Figured specimen						IRSNB M 0097			8737																	IRSNB M 0003								L M1/														Reithroparamys metacingularis	part-A													
					Figured specimen						IRSNB M 0098			8737																	IRSNB M 0003								L M1/														Acritoparamys	part-A													
					Holotype						IRSNB M 0099			8737																	IRSNB M 0003								"R M1,2/"														Paramys anacingularis	part-A													
					Figured specimen						IRSNB M 0100			8737																	IRSNB M 0003								R M2/														Acritoparamys	part-A													
					Figured specimen						IRSNB M 0101			8737																	IRSNB M 0003								R M2/														Reithroparamys metacingularis	part-A													
					Figured specimen						IRSNB M 0102			8737																	IRSNB M 0003								R M/2														Paramys taurus	part-A													
					Figured specimen						IRSNB M 0103			8737																	IRSNB M 0003								R M/2														Acritoparamys atwateri	part-A													
					Figured specimen						IRSNB M 0104			8737																	IRSNB M 0003								L M/2														Paramys	part-A													
					Figured specimen						IRSNB M 0105			8737																	IRSNB M 0003								M/1														Paramys	part-A													
					Figured specimen						IRSNB M 0106			8737																	IRSNB M 0003								L M/3														Paramys	part-A													
