UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw52783	expertise			-	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
Tw52784	expertise			-	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
Tw52785	expertise			-	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
Tw52786	expertise			-	-	SN5001	Eucalyptus 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52787				Loren 5481	-	SN10272	Pseudosmodingium perniciosum (Kunth) Engl.	accepted				-		1	1	1		1	coupe	drawer	6									CAPA	spare collection (basement)																							
Tw52788				D3653TT1992	-	SN3171	Comocladia dodonaea (L.) Urb. 	accepted				-		1	1	1		1	coupe	drawer	4									CAPA	spare collection (basement)																							
Tw52789				WENDT 5325CHAPA	-	SN12345	Tapirira mexicana Marchand	accepted				-		1	1	1		1	coupe	drawer	8									CAPA	spare collection (basement)																							
Tw52790				US23473TT1991	-	SN916	Antrocaryon amazonicum (Ducke) B.L.Burtt 	accepted				-		1	1	1		1	coupe	drawer	4									CAPA	spare collection (basement)																							
Tw52791				TWT13237TT1992	-	SN10867	Rhus ambigua Lav. ex Dippel	synonym	Toxicodendron orientale			-		1	1	1		1	coupe	drawer	6									CAPA	spare collection (basement)																							
Tw52792				WENDT 5340TT1987	-	SN12342	Tapirira chimalapana T. Wendt & J.D. Mitch.	accepted				-		1	1	1		1	coupe	drawer	8									CAPA	spare collection (basement)																							
Tw52793				T21025TT1992	-	SN1150	Astronium concinnum Schott 	uncertain	Astronium concinnum			-		1	1	1		1	coupe	drawer	4									CAPA	spare collection (basement)																							
Tw52794				16-8-92A	-	SN305	Actinocheita filicosa (DC.) F.A.Barkley	accepted				-		1	1	1		1	coupe	drawer	4									CAPA	spare collection (basement)																							
Tw52795				NYBGTT1994	-	SN7418	Loxostylis alata Spreng. f. ex Reichb.	accepted				-		1	1	1		1	coupe	drawer	5									CAPA	spare collection (basement)																							
Tw52796				MAD 17499TT1994	-	SN11727	Smodingium argutum E. Mey. Ex Sond.	accepted				-		1	1	1		1	coupe	drawer	7									CAPA	spare collection (basement)																							
Tw52797				MAD 26718TT1992	-	SN11366	Schinopsis brasiliensis Engl.	accepted				-		1	1	1		1	coupe	drawer	7									CAPA	spare collection (basement)																							
Tw52798	Frison, Karel Edward	enkel coupes		-	-	SN1647	Brachystegia laurentii (De Wild.) Louis ex Hoyle	accepted		Africa	Congo, Democratic Republic of the	-		1	1	1		4	coupe	drawer	20									CAPA		No wood available																						
Tw52799	Frison, Karel Edward	enkel coupes		-	-	SN8202	Monopetalanthus letestui Pellegr.	synonym	Bikinia letestui	Africa	Gabon	-		1	1	1		5	coupe	drawer	1									CAPA		No wood available																						
Tw52800	Frison, Karel Edward	enkel coupes				SN1655	Brachystegia 	indet - genus		Africa	Nigeria			1	1	1														CAPA		No wood available																						
Tw52801	Frison, Karel Edward	enkel coupes				SN4602	Enantia affinis Exell	synonym	Annickia affinis	Africa	Congo, Democratic Republic of the			1	1	1		1	coupe	drawer	11									CAPA		No wood available																						
Tw52802	Frison, Karel Edward	enkel coupes				SN7381	Lophira alata Banks ex C.F. Gaertn.	accepted		Africa	Nigeria			1	1	2		7	coupe	drawer	4									CAPA		No wood available																						
Tw52803	Frison, Karel Edward	enkel coupes				SN12449	Terminalia ivorensis A.Cheval. 	accepted		Africa	Nigeria			1	1	1		2	coupe	drawer	19									CAPA		No wood available																						
Tw52804	Frison, Karel Edward	enkel coupes				SN2324	Cassia siamea Lam.	synonym	Senna siamea	Asia	China			1	1	1		4	coupe	drawer	22									CAPA		No wood available																						
Tw52805	Frison, Karel Edward	enkel coupes				SN2190	Carpinus caroliniana Walter	accepted		North America	U.S.A.			1	1	1		1	coupe	drawer	28									CAPA		No wood available																						
Tw52806	Frison, Karel Edward	enkel coupes				SN825	Anisoptera 	indet - genus		Asia	Malaysia			1	1	1		2	coupe	drawer	27									CAPA		No wood available																						
Tw52807	Frison, Karel Edward	enkel coupes				SN4988	Eucalyptus rostrata Schltdl.	synonym	Eucalyptus camaldulensis					1	1	1		6	coupe	drawer	31									CAPA		No wood available																						
Tw52808	Frison, Karel Edward	enkel coupes				SN2167	Cardwellia sublimis F. Muell.	accepted		Oceania	Australia			1	1	1		7	coupe	drawer	15									CAPA		No wood available																						
Tw52809	Frison, Karel Edward	enkel coupes				SN6866	Knightia excelsa R. Br.	accepted		Oceania	New Zealand			1	1	1		7	coupe	drawer	15									CAPA		No wood available																						
Tw52810	Frison, Karel Edward	enkel coupes				SN7883	Melaleuca 	indet - genus		Asia	Indonesia	Java		1	1	1		7	coupe	drawer	1									CAPA		No wood available																						
Tw52811	Frison, Karel Edward	enkel coupes			62	SN637	Alphitonia excelsa Reiss. ex Endl.	synonym	Alphitonia incana	Oceania	U.S.A.	Hawaii		1	1	1		7	coupe	drawer	16									CAPA		No wood available																						
Tw52812	Frison, Karel Edward	enkel coupes				SN2370	Castanea sativa Mill.	accepted		Europe	Belgium			1	1	1		3	coupe	drawer	19									CAPA		No wood available																						
Tw52813	Frison, Karel Edward	enkel coupes		-	-	SN8578	Nothofagus cunninghami (Hook.) Oerst.	accepted		Oceania	Australia	-		1	1	1		3	coupe	drawer	19									CAPA		No wood available																						
Tw52814	Frison, Karel Edward	enkel coupes				SN8578	Nothofagus cunninghami (Hook.) Oerst.	accepted		Oceania	Australia			1	1	1														CAPA		No wood available																						
Tw52815	Frison, Karel Edward	enkel coupes				SN10281	Pseudotsuga taxifolia (Lamb.) Britton	synonym	Pseudotsuga menziesii	North America	U.S.A.			1	1	1		7	coupe	drawer	12									CAPA		No wood available																						
Tw52816	Frison, Karel Edward	enkel coupes				SN663	Alstonia congensis Engl.	accepted		Africa	Congo, Democratic Republic of the			1	1	1		1	coupe	drawer	22									CAPA		No wood available																						
Tw52817	Frison, Karel Edward	enkel coupes				SN9060	Parinari congensis Didr.	accepted		Africa	Congo, Democratic Republic of the			1	1	1														CAPA		No wood available																						
Tw52818	Frison, Karel Edward	enkel coupes				SN10281	Pseudotsuga taxifolia (Lamb.) Britton	synonym	Pseudotsuga menziesii	North America	U.S.A.			1	1	1		7	coupe	drawer	12									CAPA		No wood available																						
Tw52819	Frison, Karel Edward	enkel coupes				SN7015	Laurelia aromatica Juss. ex Poir. 	synonym	Laurelia sempervirens	South America	Chile			1	1	1		1	coupe	drawer	26									CAPA		No wood available																						
Tw52820	Frison, Karel Edward	enkel coupes				SN6817	Kalopanax ricinifolium (Siebold & Zucc.) Miq.	synonym	Kalopanax septemlobus	Asia	Japan			1	1	1		1	coupe	drawer	25									CAPA		No wood available																						
Tw52821	Frison, Karel Edward	enkel coupes				SN11320	Saxegothaea conspicua Lindl.	accepted		South America	Peru			1	1	1		7	coupe	drawer	13									CAPA		No wood available																						
Tw52822	Frison, Karel Edward	enkel coupes				SN5848	Guarea cedrata (A. Chev.) Pellegr.	synonym	Leplaea cedrata	Africa	Congo, Democratic Republic of the			1	1	1		6	coupe	drawer	10									CAPA		No wood available																						
Tw52823	Frison, Karel Edward	enkel coupes				SN8585	Nothofagus procera (Poepp. & Endl.) Oerst. 	accepted		South America	Chile			1	1	1		3	coupe	drawer	19					Tw_52823_ta_010.jpg	Tangential section 	40		CAPA		No wood available																						
Tw52824	Frison, Karel Edward	enkel coupes				SN8743	Olea europaea L.	accepted		Europe	Belgium	Liège		1	1	1		7	coupe	drawer	8					Tw_52824_ta_010.jpg,Tw_52824_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52825	Frison, Karel Edward	enkel coupes				SN10620	Quercus pedunculata Ehrh.	synonym	Quercus robur	Europe	Belgium			1	1	1														CAPA		No wood available																						
Tw52826	Frison, Karel Edward	enkel coupes				SN10585	Quercus ilex L.	accepted		Europe	Belgium			1	1	1		3	coupe	drawer	19					Tw_52826_ta_010.jpg,Tw_52826_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52827						SN9968	Populus tremula L.	accepted						1	1	1		7	coupe	drawer	32									CAPA		No wood available																						
Tw52828	Frison, Karel Edward	enkel coupes				SN9938	Populus alba L.	accepted		Europe	Belgium			1	1	1														CAPA		No wood available																						
Tw52829	Frison, Karel Edward	enkel coupes				SN3861	Dalbergia 	indet - genus						1	1	1														CAPA		No wood available																						
Tw52830	Frison, Karel Edward	enkel coupes				SN6988	Larix decidua Mill.	accepted		Europe	Belgium	Liège		1	1	1		7	coupe	drawer	11					Tw_52830_ta_010.jpg,Tw_52830_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52831	Frison, Karel Edward	enkel coupes				SN10975	Robinia pseudoacacia L.	accepted		Europe	Belgium			1	1	1		5	coupe	drawer	29					Tw_52831_ta_010.jpg,Tw_52831_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52832	Frison, Karel Edward	enkel coupes				SN3353	Corylus colurna L.	accepted		Europe	Belgium			1	1	1		1	coupe	drawer	28									CAPA		No wood available																						
Tw52833	Frison, Karel Edward	enkel coupes				SN2189	Carpinus betulus L.	accepted		Europe	Belgium			1	1	1														CAPA		No wood available																						
Tw52834	Frison, Karel Edward	enkel coupes				SN9571	Pinus sylvestris L.	accepted		Europe	Belgium			1	1	1		7	coupe	drawer	12									CAPA		No wood available																						
Tw52835	Frison, Karel Edward	enkel coupes				SN12939	Ulmus campestris L.	accepted		Europe	France			1	1	1		8	coupe	drawer	22									CAPA		No wood available																						
Tw52836	Frison, Karel Edward	enkel coupes				SN12380	Taxus baccata L.	accepted		Europe	Belgium	Liège		1	1	1		8	coupe	drawer	18					Tw_52836_ta_010.jpg,Tw_52836_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52837	Frison, Karel Edward	enkel coupes				SN246	Acer pseudoplatanus L.	accepted		Europe	Belgium			1	1	1		1	coupe	drawer	2									CAPA		No wood available																						
Tw52838	Frison, Karel Edward	enkel coupes				SN8256	Morus alba L.	accepted		Europe	France			1	1	1		6	coupe	drawer	25									CAPA		No wood available																						
Tw52839	Frison, Karel Edward	enkel coupes				SN245	Acer platanoides L.	accepted		Europe	Belgium			1	1	1		1	coupe	drawer	2									CAPA		No wood available																						
Tw52840	Frison, Karel Edward	enkel coupes				SN245	Acer platanoides L.	accepted		Europe	Belgium			1	1	1		1	coupe	drawer	2					Tw_52840_ta_010.jpg,Tw_52840_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52841	Frison, Karel Edward	enkel coupes				SN11793	Sorbus aria (L.) Crantz	accepted		Europe	France			1	1	1		7	coupe	drawer	19					Tw_52841_ta_010.jpg,Tw_52841_xa_004.jpg	Tangential section ,Transversal section 	40,12		CAPA		No wood available																						
Tw52842	Frison, Karel Edward	enkel coupes				SN3454	Crataegus laciniata Ucria	accepted		Europe	Greece			1	1	1		7	coupe	drawer	19									CAPA		No wood available																						
Tw52843	Frison, Karel Edward	enkel coupes				SN859	Anopyxis klaineana (Pierre) Engl.	accepted		Africa	Congo, Democratic Republic of the			1	1	1		7	coupe	drawer	17					Tw_52843_ra_002,5.JPG,Tw_52843_ra_010.JPG	Radial section,Radial section	65,70		CAPA		No wood available																						
Tw52844	Frison, Karel Edward	enkel coupes				SN1366	Beilschmiedia corbisieri (Robyns) Robyns & Wilczek	accepted		Africa	Congo, Democratic Republic of the			1	1	1														CAPA		No wood available																						
Tw52845	Frison, Karel Edward	enkel coupes				SN12895	Turraeanthus africanus (Welw. ex C. DC.) Pellegr.	accepted		Africa	Congo, Democratic Republic of the			1	1	1		6	coupe	drawer	16									CAPA		No wood available																						
