UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw52584	De Wolf, Joris					SN1687	Bridelia micrantha (Hochst.) Baill.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52585	De Wolf, Joris				37	SN13512	Ziziphus mauritiana Lam.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52586	De Wolf, Joris					SN13193	Vitex doniana Sweet	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52587	De Wolf, Joris					SN4784	Erythrina sigmoidea Hua	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52588	De Wolf, Joris					SN3965	Detarium senegalense J.F. Gmel.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52589	De Wolf, Joris					SN9160	Pavetta oblongifolia (Hiern) Bremek.	accepted		Africa	Senegal	Casamance																		CAPA	Xylarium ground floor	Xylarium ground floor		10483	40	5																		
Tw52590	De Wolf, Joris					SN7076	Lepisanthes senegalensis (Juss. ex Poir.) Leenh.	accepted		Africa	Senegal	Casamance																		CAPA	Xylarium ground floor	Xylarium ground floor		11071	42	7																		
Tw52591	De Wolf, Joris					SN62	Acacia albida Delile	synonym	Faidherbia albida	Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52592	De Wolf, Joris					SN12929	Uapaca togoensis Pax	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52593	De Wolf, Joris					SN13398	Xylopia aethiopica (Dunal) A. Rich.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52594	De Wolf, Joris					SN2513	Ceiba pentandra (L.) Gaertn. 	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52595	De Wolf, Joris					SN526	Albizia malacophylla (A. Rich.) Walp.	accepted		Africa	Senegal	Casamance																		CAPA	Xylarium ground floor	Xylarium ground floor		6153	24	2																		
Tw52596	De Wolf, Joris					SN542	Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52597	De Wolf, Joris					SN5314	Feretia apodanthera Del.	accepted		Africa	Senegal	Casamance		1				7 | 38	coupe | sample	drawer | xylotheek cabinet	2 | 7									CAPA	Xylarium ground floor	Xylarium ground floor		10317	38	7																		
Tw52598	De Wolf, Joris					SN3818	Dalbergia boehmii Taub.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52599	De Wolf, Joris					SN905	Antidesma membranaceum Müll. Arg.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52600	De Wolf, Joris					SN4136	Diospyros elliotii (Hiern) F. White	accepted		Africa	Senegal	Casamance																		CAPA	Xylarium ground floor	Xylarium ground floor		3006	12	7																		
Tw52601	De Wolf, Joris					SN6380	Hymenocardia heudelotii Müll. Arg.	accepted		Africa	Senegal	Casamance																		CAPA	Xylarium ground floor	Xylarium ground floor		3620	15	5																		
Tw52602	De Wolf, Joris					SN3272	Cordia myxa L.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52603	De Wolf, Joris					SN6022	Harungana madagascariensis Lam. ex Poir.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw52604	Beeckman, Hans					SN2431	Catalpa speciosa Warder ex Engelm.	accepted		Europe	Belgium	Brabant																		CAPA	spare collection (basement)																							
Tw52605	Dechamps, Roger					SN631	Aloe lateritia Engl.	accepted		Africa	Uganda	Hoimo																		CAPA	Xylarium ground floor	Xylarium ground floor		12777	49	4																		
Tw52606	Green, Arthur N.			5022		SN85	Acacia coriacea DC.	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		6017	23	6																		
Tw52607	Green, Arthur N.			1702		SN94	Acacia elata A. Cunn. ex Benth.	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		6031	23	7																		
Tw52608	Green, Arthur N.			4998		SN140	Acacia omalophylla A. Cunn. ex Benth.	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		6077	24	1																		
Tw52609	Green, Arthur N.			1449		SN278	Ackama quadrivalvis C. T White 	synonym	Caldcluvia australiensis	Oceania	Australia	Queensland																		CAPA	spare collection (basement)																							
Tw52610	Green, Arthur N.			512		SN6132	Heritiera trifoliolata (F. Muell.) Kosterm. 	synonym	Argyrodendron trifoliolatum	Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52611	Green, Arthur N.			688		SN1162	Atalaya hemiglauca F. Muell. ex Benth. 	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52612	Green, Arthur N.			4954		SN1198	Avicennia marina (Forssk.) Vierh.	accepted		Oceania	Australia	New South Wales																		CAPA	Xylarium ground floor	Xylarium ground floor		1101	5	1			0,825825826															
Tw52613	Green, Arthur N.			782		SN1284	Banksia integrifolia L. f.	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52614	Green, Arthur N.			5017		SN1287	Banksia serratifolia Salisb.	synonym	Banksia aemula	Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		9556	35	5																		
Tw52615	Green, Arthur N.			2735		SN1528	Blepharocarya involucrigera F. Muell. 	uncertain	Blepharocarya involucrigera	Oceania	Australia	Queensland																		CAPA	spare collection (basement)																							
Tw52616	Green, Arthur N.			5028		SN1503	Beurreria ovata Miers	synonym	Bourreria ovata	North America	U.S.A.	Florida																		CAPA	Xylarium ground floor	Xylarium ground floor		1439	6	3																		
Tw52617	Green, Arthur N.			1072		SN1738	Brya ebenus (L.) DC.	accepted		North America	Jamaica																			CAPA	Xylarium ground floor	Xylarium ground floor		6518	25	4																		
Tw52618	Green, Arthur N.			732		SN1944	Calophyllum costatum F. M. Bailey 	uncertain	Calophyllum costatum	Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52619	Green, Arthur N.			5015		SN2079	Canthium australianum Cavaco	uncertain	Canthium australianum	Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		10177	38	3																		
Tw52620	Green, Arthur N.			5026		SN3339	Cornus stricta Lam.	synonym	Cornus foemina	North America	U.S.A.	Texas																		CAPA	Xylarium ground floor	Xylarium ground floor		2589	11	1																		
Tw52621	Green, Arthur N.			5019		SN3881	Daphnandra repandula (F.Muell.) F.Muell. 	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		8000	30	5																		
Tw52622	Green, Arthur N.			1969		SN4188	Diospyros papuana Valet.	uncertain	Diospyros papuana	Oceania	Papua New Guinea	New Guinea																		CAPA	Xylarium ground floor	Xylarium ground floor		3061	13	2																		
Tw52623	Green, Arthur N.			4900		SN4582	Elattostachys nervosa (F.Muell.) Radlk. 	uncertain	Elattostachys nervosa	Oceania	Australia	Queensland																		CAPA	spare collection (basement)																							
Tw52624	Green, Arthur N.			4440		SN4596	Emmenosperma alphitonioides F. Muell.	uncertain	Emmenosperma alphitonioides	Oceania	Australia	Queensland																		CAPA	spare collection (basement)																							
Tw52625	Green, Arthur N.			3080		SN4802	Erythrophleum chlorostachys (F.Muell.) Baill. 	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52626	Green, Arthur N.			5020		SN4889	Eucalyptus bloxsomei Maiden 	synonym	Corymbia bloxsomei	Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		8634	32	4																		
Tw52627	Green, Arthur N.			4999		SN4924	Eucalyptus fasciculosa F. Muell.	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52628	Green, Arthur N.			4850 B		SN4948	Eucalyptus longicornis (F.Muell.) Maiden 	accepted		Oceania	Australia	Western Australia																		CAPA	spare collection (basement)																							
Tw52629	Green, Arthur N.			725		SN4962	Eucalyptus moluccana Roxb. 	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52630	Green, Arthur N.			2603		SN4972	Eucalyptus papuana F. Muell.	synonym	Corymbia papuana	Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		8718	32	5																		
Tw52631	Green, Arthur N.			1329		SN5475	Flindersia bourjotiana F. Muell.	uncertain	Flindersia bourjotiana	Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52632	Green, Arthur N.			1104		SN5479	Flindersia maculosa F. Muell. 	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52633	Green, Arthur N.			5018		SN5733	Gmelina dalrympleana (F.Muell.) H.J.Lam 	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		12456	47	7																		
Tw52634	Green, Arthur N.			1359		SN5801	Grevillea striata R. Br.	uncertain	Grevillea striata	Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		9574	35	5																		
Tw52635	Green, Arthur N.			1904		SN5839	Guaiacum sanctum L.	accepted		North America	Mexico																			CAPA	spare collection (basement)																							
Tw52636	Green, Arthur N.			4971		SN5969	Hakea ivoryi F. M. Bailey 	accepted		Oceania	Australia	New South Wales																		CAPA	Xylarium ground floor	Xylarium ground floor		9577	35	6																		
Tw52637	Green, Arthur N.			4149		SN6870	Koelreuteria henryi Dummer	synonym	Koelreuteria elegans	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw52638	Green, Arthur N.			5013		SN6936	Lagunaria patersonia (Andrews) G.Don 	accepted		Oceania	Australia	Victoria																		CAPA	Xylarium ground floor	Xylarium ground floor		7424	28	5																		
Tw52639	Green, Arthur N.			3016		SN8565	Notelaea ligustrina Vent. 	accepted		Oceania	Australia	Tasmania																		CAPA	spare collection (basement)																							
Tw52640	Green, Arthur N.			5008		SN8804	Oreocallis wickhamii (F.Muell.) Sleumer 	synonym	Alloxylon wickhamii	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw52641	Green, Arthur N.			5014		SN9298	Petalostigma triloculare Müll. Arg.	uncertain	Petalostigma triloculare	Oceania	Australia	Queensland																		CAPA	Xylarium ground floor	Xylarium ground floor		3728	16	1																		
Tw52642	Green, Arthur N.			3740		SN9941	Populus candicans Ait.	synonym	Populus balsamifera	North America	U.S.A.	Virginia																		CAPA	spare collection (basement)																							
Tw52643	Green, Arthur N.			2948		SN11245	Santalum spicatum (R.Br.) A.DC.	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52644	Green, Arthur N.			4994		SN12208	Syzygium gustavioides (F.M.Bail.) B.P.M.Hyland 	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52645	Green, Arthur N.			242		SN12662	Toona australis (F. Muell.) Harms	synonym	Toona ciliata	Oceania	Australia	New South Wales																		CAPA	spare collection (basement)																							
Tw52646	Green, Arthur N.			600		SN2839	Citronella moorei (F. Muell. ex Benth.) R.A. Howard	accepted		Oceania	Australia	Victoria																		CAPA	spare collection (basement)																							
Tw52647	Instituto de Investigaciones Forestales			391		SN10816	Rhizophora mangle L.	accepted		North America	Cuba	Matanzas		1	1	1		7	coupe	drawer	18									CAPA	spare collection (basement)																							
Tw52648	Instituto de Investigaciones Forestales			441		SN7820	Mastichodendron foetidissimum (Jacq.) Lam.	uncertain	Mastichodendron foetidissimum	North America	Cuba	Pinar del Rio																		CAPA	spare collection (basement)																							
Tw52649	Lewalle, José					SN2186	Carissa spinarum L.	accepted		Africa	Morocco	Rabat																		CAPA	Xylarium ground floor	Xylarium ground floor		623	3	1																		
Tw52650	Lewalle, José					SN13511	Ziziphus lotus (L.) Lam.	accepted		Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw52651	Lewalle, José					SN13511	Ziziphus lotus (L.) Lam.	accepted		Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw52652	Lewalle, José					SN13511	Ziziphus lotus (L.) Lam.	accepted		Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw52653	Lewalle, José					SN13511	Ziziphus lotus (L.) Lam.	accepted		Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw52654	Dechamps, Roger				10800	SN9307	Peucedanum alsaticum L.	accepted		Europe	France	Ardeche																		CAPA	Xylarium ground floor	Xylarium ground floor		12373	47	5																		
Tw52655	Dechamps, Roger				3323	SN5129	Euonymus europaeus L.	accepted		Europe	Germany	Rheinhessen																		CAPA	spare collection (basement)																							
Tw52656	Dechamps, Roger				3324	SN13121	Viburnum opulus L.	accepted		Europe	Germany	Rheinhessen																		CAPA	spare collection (basement)																							
Tw52657	Dechamps, Roger				3325	SN3460	Crataegus oxyacantha L.	accepted		Europe	Germany	Rheinhessen																		CAPA	spare collection (basement)																							
Tw52658	Carls, I.					SN2585	Cephalotaxus lanceolata K.M. Feng	accepted		Asia	Japan																			CAPA	Xylarium ground floor	Xylarium ground floor		13062	51	1																		
Tw52659	Carls, I.					SN2184	Carissa lanceolata R. Br.	synonym	Carissa spinarum	Oceania	Australia	Queensland																		CAPA	spare collection (basement)																							
Tw52660	Lewalle, José					SN9414	Phytolacca dioica L.	accepted		Africa	Morocco	Rabat																		CAPA	Xylarium ground floor	Xylarium ground floor		9371	34	6																		
Tw52661	Dechamps, Roger				3408	SN12932	Ulex europaeus L.	accepted		Europe	France	Somme																		CAPA	spare collection (basement)																							
Tw52662	expertise	South America uncertain				SN8084	Micropholis cfr. crytobotrya 	indet - cfr. species		South America																				CAPA	spare collection (basement)																							
Tw52663	expertise	South America uncertain				SN8091	Micropholis 	indet - genus		South America																				CAPA	spare collection (basement)																							
Tw52664						SN5677	Gilbertiodendron dewevrei (De Wild.) J. Léonard	accepted																						CAPA	spare collection (basement)																							
Tw52665						SN3736	Cynometra alexandri C.H. Wright	accepted																						CAPA	spare collection (basement)																							
Tw52666						SN4809	Erythrophleum suaveolens (Guill. & Perr.) Brenan	accepted																						CAPA	spare collection (basement)																							
Tw52667						SN2065	Canarium schweinfurthii Engl.	accepted																						CAPA	spare collection (basement)																							
Tw52668						SN3959	Desplatsia dewevrei (De Wild. & T. Durand) Burret	accepted																						CAPA	spare collection (basement)																							
Tw52669						SN13813	Scaphopetalum dewevrei Wildem. & Th. Dur. 	accepted																						CAPA	Xylarium ground floor	Xylarium ground floor		11821	45	5																		
Tw52670						SN6860	Klainedoxa gabonensis Pierre ex Engl.	accepted																						CAPA	spare collection (basement)																							
Tw52671						SN6771	Julbernardia seretii (De Wild.) Troupin	accepted																						CAPA	spare collection (basement)																							
Tw52672						SN4114	Diospyros bipindensis Gürke	accepted																						CAPA	spare collection (basement)																							
Tw52673						SN9903	Polyalthia suaveolens Engl. & Diels	accepted																						CAPA	spare collection (basement)																							
Tw52674						SN9001	Pancovia harmsiana Gilg	accepted																						CAPA	Xylarium ground floor	Xylarium ground floor		11098	43	1			0,731809524															
Tw52675						SN5248	Fagara macrophylla Engl.	synonym	Zanthoxylum gilletii																					CAPA	spare collection (basement)																							
Tw52676						SN2884	Cleistanthus michelsonii J. Léonard	synonym	Cleistanthus pierlotii																					CAPA	Xylarium ground floor	Xylarium ground floor		3452	14	7																		
Tw52677								indet																						CAPA	spare collection (basement)																							
Tw52678						SN10747	Reevesia cavaleriei H. Lév.	synonym	Reevesia pubescens					1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52679						SN10748	Reevesia clarkii (Monach. & Moldenke) Solheim	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52680						SN10748	Reevesia clarkii (Monach. & Moldenke) Solheim	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52681						SN10748	Reevesia clarkii (Monach. & Moldenke) Solheim	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52682						SN10749	Reevesia formosana Sprague	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52683						SN10749	Reevesia formosana Sprague	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52684						SN10749	Reevesia formosana Sprague	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52685						SN10751	Reevesia pubescens Mast.	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52686						SN10752	Reevesia thyrsoidea Lindl.	accepted						1	1	1		8	coupe	drawer	16									CAPA	spare collection (basement)																							
Tw52687						SN5449	Firmiana barteri (Mast.) K. Schum.	synonym	Hildegardia barteri					1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52688								indet																						CAPA	spare collection (basement)																							
Tw52689						SN5450	Firmiana colorata (Roxb.) R. Br.	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52690						SN5451	Firmiana malayana Kosterm. 	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52691						SN5452	Firmiana papuana Mildbr. 	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52692						SN5454	Firmiana simplex (L.) W. Wight	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52693						SN5454	Firmiana simplex (L.) W. Wight	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52694						SN5454	Firmiana simplex (L.) W. Wight	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52695						SN6863	Kleinhovia hospita L.	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52696						SN6863	Kleinhovia hospita L.	accepted						1	1	1		8	coupe	drawer	14									CAPA	spare collection (basement)																							
Tw52697						SN11220	Samba scleroxylon (K. Schum.) Roberty	synonym	Triplochiton scleroxylon					1	1	1		8	coupe	drawer	20									CAPA	spare collection (basement)																							
Tw52698	Debroux, L.			LD1	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52699	Debroux, L.			LD2	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52700	Debroux, L.			LD3	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52701	Debroux, L.			LD4	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52702	Debroux, L.			LD5	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52703	Debroux, L.			LD6	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52704	Debroux, L.			LD7	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52705	Debroux, L.			LD8	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52706	Debroux, L.			LD9	-			indet		Africa	Cameroon	-																		CAPA	spare collection (basement)																							
Tw52707	Debroux, L.			LD10	-	SN1238	Baillonella toxisperma Pierre	accepted		Africa	Cameroon	Prov.de l'Est (Dja)																		CAPA	spare collection (basement)																							
Tw52708								indet																						CAPA	spare collection (basement)																							
Tw52709								indet						1				1	coupe											CAPA	spare collection (basement)																							
Tw52710								indet																						CAPA	spare collection (basement)																							
Tw52711								indet																						CAPA	spare collection (basement)																							
Tw52712								indet																						CAPA	spare collection (basement)																							
Tw52713								indet																						CAPA	spare collection (basement)																							
Tw52714								indet																						CAPA	spare collection (basement)																							
Tw52715								indet																						CAPA	spare collection (basement)																							
Tw52716								indet																						CAPA	spare collection (basement)																							
Tw52717								indet																						CAPA	spare collection (basement)																							
Tw52718								indet																						CAPA	spare collection (basement)																							
Tw52719								indet																						CAPA	spare collection (basement)																							
Tw52720								indet																						CAPA	spare collection (basement)																							
Tw52721								indet																						CAPA	spare collection (basement)																							
Tw52722								indet																						CAPA	spare collection (basement)																							
Tw52723								indet																						CAPA	spare collection (basement)																							
Tw52724								indet																						CAPA	spare collection (basement)																							
Tw52725								indet																						CAPA	spare collection (basement)																							
Tw52726								indet																						CAPA	spare collection (basement)																							
Tw52727	François			1	-	SN1117	Aspidosperma polyneuron Müll. Arg.	accepted		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52728	François			2	-	SN6369	Hydrogaster trinervis Kuhlm.	uncertain	Hydrogaster trinervis	South America	Brazil	-																		CAPA	Xylarium ground floor	Xylarium ground floor		12189	47	1																		
Tw52729	François			3	-	SN8466	Nectandra 	indet - genus		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52730	François			4	-			indet		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52731	François			5	-			indet		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52732	François			6	-			indet		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52733	François			7	-			indet		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52734	François			8	-	SN9769	Plathymenia foliolosa Benth.	accepted		South America	Brazil	-																		CAPA	Xylarium ground floor	Xylarium ground floor		6396	25	1																		
Tw52735	François			9	-	SN7745	Manilkara 	indet - genus		South America	Brazil	-																		CAPA	spare collection (basement)																							
Tw52736	François			10	-	SN13042	Vataireopsis araroba (Aguiar) Ducke	accepted		South America	Brazil	-																		CAPA	Xylarium ground floor	Xylarium ground floor		7186	27	6																		
Tw52737				-	-	SN7625	Magnolia 	indet - genus		Europe	Belgium	-																		CAPA	spare collection (basement)																							
Tw52738				-	-	SN12601	Tieghemella heckelii Pierre ex A. Chev.	accepted				-																		CAPA	spare collection (basement)																							
Tw52739				-	-	SN1655	Brachystegia 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52740				62	-	SN11880	Staudtia gabonensis Warb.	synonym	Staudtia kamerunensis var. gabonensis			-																		CAPA	Xylarium ground floor	Xylarium ground floor		8491	32	1																		
Tw52741				-	-	SN12106	Swietenia macrophylla King	accepted				-																		CAPA	spare collection (basement)																							
Tw52742				-	-	SN2501	Cedrelinga cateniformis (Ducke) Ducke	accepted				-																		CAPA	spare collection (basement)																							
Tw52743				-	-	SN4761	Erisma uncinatum Warm.	accepted				-																		CAPA	spare collection (basement)																							
Tw52744				24	-	SN12498	Tessmannia lescrauwaetii (De Wild.) Harms 	accepted				-																		CAPA	spare collection (basement)																							
Tw52745				-	-	SN1193	Autranella congolensis (De Wild.) A. Chev.	accepted				-																		CAPA	spare collection (basement)																							
Tw52746				-	-			indet				-																		CAPA	spare collection (basement)																							
Tw52747				-	-	SN510	Albizia falcataria (L.) Fosberg	synonym	Paraserianthes falcataria			-																		CAPA	spare collection (basement)																							
Tw52748				-	-	SN6972	Lannea stuhlmannii (Engl.) Engl.	synonym	Lannea schweinfurthii			-																		CAPA	spare collection (basement)																							
Tw52749				18	-	SN3216	Copaifera mildbraedii Harms	accepted				-																		CAPA	spare collection (basement)																							
Tw52750				-	-	SN12449	Terminalia ivorensis A.Cheval. 	accepted				-																		CAPA	spare collection (basement)																							
Tw52751				-	-	SN2497	Cedrela 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52752				-	-	SN9051	Parashorea 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52753				-	-	SN7706	Mangifera 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52754				-	-	SN9216	Pentace bracteolata 	uncertain	Pentace bracteolata			-																		CAPA	spare collection (basement)																							
Tw52755				1	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
Tw52756				-	-	SN10392	Pterocarpus 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52757				-	-	SN8126	Millettia 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52758	Kitin, Peter			-	-	SN11722	Smilax excelsa L.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	Xylarium ground floor	Xylarium ground floor		13013	50	4																		
Tw52759	Kitin, Peter			-	-	SN6040	Hedera helix L.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52760	Kitin, Peter			-	-	SN12331	Tamarix tetrandra Pall. ex Bieb. 	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	Xylarium ground floor	Xylarium ground floor		12006	46	3																		
Tw52761	Kitin, Peter			-	-	SN10975	Robinia pseudoacacia L.	accepted		Europe	Bulgaria	N.O.Bulgarije Varne Regio																		CAPA	Xylarium ground floor	Xylarium ground floor		7078	27	3																		
Tw52762	Kitin, Peter			-	-	SN5279	Fagus orientalis Lipsky	synonym	Fagus sylvatica	Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52763	Kitin, Peter			-	-	SN2200	Carpinus orientalis Mill.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52764	Kitin, Peter			-	-	SN11069	Ruscus aculeatus L.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52765	Kitin, Peter			-	-	SN11188	Salix reticulata L.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	Xylarium ground floor	Xylarium ground floor		10921	42	3																		
Tw52766	Kitin, Peter			-	-	SN3887	Daphne oleoides Schreb. 	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52767	Kitin, Peter			-	-	SN5707	Globularia cordifolia L.	accepted		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52768	Kitin, Peter	Clematis ?		-	-			indet		Europe	Bulgaria	Zwarte Zee kust																		CAPA	spare collection (basement)																							
Tw52769	expertise			-	-	SN5116	Eugenia 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52770	expertise			-	-	SN5116	Eugenia 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52771	expertise			-	-	SN12449	Terminalia ivorensis A.Cheval. 	accepted				-																		CAPA	spare collection (basement)																							
Tw52772	expertise			-	-	SN12475	Terminalia superba Engl. & Diels	accepted				-																		CAPA	spare collection (basement)																							
Tw52773	expertise			1	-	SN6840	Khaya senegalensis (Desr.) A. Juss.	accepted				-																		CAPA	spare collection (basement)																							
Tw52774	expertise			2	-	SN6841	Khaya 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52775	expertise			1	-	SN6840	Khaya senegalensis (Desr.) A. Juss.	accepted				-		1	1	1		6	coupe	drawer	13									CAPA	spare collection (basement)																							
Tw52776	expertise			2	-	SN6841	Khaya 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52777	expertise			-	-	SN6831	Khaya anthotheca (Welw.) C. DC.	accepted				-		1	1	1		6	coupe	drawer	13									CAPA	spare collection (basement)																							
Tw52778	expertise			-	-	SN6837	Khaya ivorensis A. Chev.	accepted				-		1	1	1		6	coupe	drawer	13									CAPA	spare collection (basement)																							
Tw52779	expertise			-	-	SN6841	Khaya 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52780	expertise			-	-	SN6841	Khaya 	indet - genus				-																		CAPA	spare collection (basement)																							
Tw52781	expertise			-	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
Tw52782	expertise			-	-	SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa			-																		CAPA	spare collection (basement)																							
